#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
cpe001.nextpolish.fasta	tig00000001_np1212	2336749	2337942	+	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	02-Mar	99.75	98.08	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
cpe001.nextpolish.fasta	tig00000001_np1212	2337965	2341109	+	acrB	1-3148/3150	========/======	05-Sep	99.75	83.85	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
cpe001.nextpolish.fasta	tig00000001_np1212	2913533	2913952	-	FosA6	1-420/420	===============	0/0	100	99.52	card	KU254579.1:59421-59841	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	fosfomycin
cpe001.nextpolish.fasta	tig00000001_np1212	3485612	3486978	+	cpxA	1-1367/1374	===============	0/0	99.49	81.78	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
cpe001.nextpolish.fasta	tig00000001_np1212	3584088	3584612	-	SAT-1	1-525/525	===============	0/0	100	100	card	AB211124:0-525	SAT-2 is a plasmid-mediated streptothricin acetyltransferase which confers resistance to streptothricin a nucleoside antibiotic. Originally described from an E. coli plasmid sequence by Heim et al. 1989.	nucleoside
cpe001.nextpolish.fasta	tig00000001_np1212	3584707	3585180	-	dfrA1	1-474/474	===============	0/0	100	99.79	card	KJ541681.1:19526-20000	dfrA1 is an integron-encoded dihydrofolate reductase	diaminopyrimidine
cpe001.nextpolish.fasta	tig00000001_np1212	3735804	3736664	+	AAC(3)-IId	1-861/861	===============	0/0	100	99.88	card	EU022314.1:0-861	AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli	aminoglycoside
cpe001.nextpolish.fasta	tig00000001_np1212	3742361	3743227	-	SHV-187	1-867/867	===============	0/0	100	99.54	card	LN515533:0-867	From the Lahey list of beta-lactamases.	carbapenem;cephalosporin;penam
cpe001.nextpolish.fasta	tig00000001_np1212	3749951	3750811	-	TEM-150	1-861/861	===============	0/0	100	99.88	card	AM183304:208-1069	TEM-150 is a beta-lactamase found in Enterobacter spp. E. coli and Klebsiella pneumoniae.	cephalosporin;monobactam;penam;penem
cpe001.nextpolish.fasta	tig00000001_np1212	3753633	3754508	+	CTX-M-15	1-876/876	===============	0/0	100	100	card	AY044436:1435-2311	CTX-M-15 is a beta-lactamase found in the Enterobacteriaceae family	cephalosporin
cpe001.nextpolish.fasta	tig00000001_np1212	4062760	4063392	-	CRP	1-633/633	===============	0/0	100	87.99	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
cpe001.nextpolish.fasta	tig00000001_np1212	4779362	4780899	-	Klebsiella_pneumoniae_KpnH	1-1538/1539	========/======	02-Feb	99.87	84.34	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
cpe001.nextpolish.fasta	tig00000001_np1212	4780915	4782087	-	Klebsiella_pneumoniae_KpnG	1-1173/1173	===============	0/0	100	99.32	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
cpe001.nextpolish.fasta	tig00000001_np1212	4782234	4782743	-	emrR	1-510/531	===============	0/0	96.05	83.14	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
cpe001.nextpolish.fasta	tig00000001_np1212	4827015	4830167	-	oqxB	1-3153/3153	===============	0/0	100	98.8	card	EU370913.1:47850-51003	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
cpe001.nextpolish.fasta	tig00000001_np1212	4830191	4831366	-	oqxA	1-1176/1176	===============	0/0	100	99.23	card	EU370913.1:46651-47827	RND efflux pump conferring resistance to fluoroquinolone	diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline
cpe001.nextpolish.fasta	tig00000001_np1212	5062156	5065269	-	acrD	1-3114/3114	========/======	02-Jun	99.9	80.11	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
cpe001.nextpolish.fasta	tig00000001_np1212	5362529	5363241	-	baeR	1-713/723	===============	0/0	98.62	81.63	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
cpe001.nextpolish.fasta	tig00000001_np1212	5366130	5369207	-	mdtC	1-3078/3078	===============	0/0	100	81.74	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
cpe001.nextpolish.fasta	tig00000001_np1212	5369208	5372330	-	mdtB	1-3123/3123	========/======	02-Apr	99.94	81.47	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
cpe001.nextpolish.fasta	tig00000008_np1212	8560	8925	-	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100	100	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
cpe001.nextpolish.fasta	tig00000008_np1212	8929	9741	-	NDM-1	1-813/813	===============	0/0	100	100	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
cpe001.nextpolish.fasta	tig00000008_np1212	12174	12953	-	APH(3')-VI	1-780/780	===============	0/0	100	100	card	KC170992.1:8362-9142	APH(3')-VI is an aminoglycoside phosphoryltransferase that acts on the 3-OH of target of aminoglycosides.	aminoglycoside
cpe001.nextpolish.fasta	tig00000008_np1212	18261	19145	-	mphE	1-885/885	===============	0/0	100	99.89	card	DQ839391.1:13757-12872	mphE is a macrolide phosphotransferase and resistance gene identified on a plasmid pRSB105	macrolide
cpe001.nextpolish.fasta	tig00000008_np1212	19201	20676	-	msrE	1-1476/1476	===============	0/0	100	100	card	EU294228.1:21241-22717	MsrE is an ABC-F subfamily protein expressed to Klebsiella pneumoniae that confers resistance to erythromycin and streptogramin B antibiotics. It is associated with plasmid DNA. It is also 100% identical to ABC-F type ribosomal protection protein Msr(E) which is in multiple species.	lincosamide;macrolide;oxazolidinone;phenicol;pleuromutilin;streptogramin;tetracycline
cpe001.nextpolish.fasta	tig00000008_np1212	22975	23748	-	armA	1-774/774	===============	0/0	100	100	card	GU437214.1:0-774	ArmA is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA an aminoglycoside binding site.	aminoglycoside
cpe001.nextpolish.fasta	tig00000008_np1212	27093	27932	-	sul1	1-840/840	===============	0/0	100	100	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
cpe001.nextpolish.fasta	tig00000008_np1212	30490	31329	-	sul1	1-840/840	===============	0/0	100	100	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
cpe001.nextpolish.fasta	tig00000008_np1212	31834	32613	-	aadA2	1-780/780	===============	0/0	100	99.87	card	AF156486:5012-5792	aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.	aminoglycoside
cpe001.nextpolish.fasta	tig00000008_np1212	33033	33530	-	dfrA12	1-498/498	===============	0/0	100	100	card	GU585907.1:22103-21605	dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	diaminopyrimidine
cpe001.nextpolish.fasta	tig00000008_np1212	160265	161140	-	CTX-M-15	1-876/876	===============	0/0	100	100	card	AY044436:1435-2311	CTX-M-15 is a beta-lactamase found in the Enterobacteriaceae family	cephalosporin
cpe001.nextpolish.fasta	tig00000008_np1212	163981	164567	+	AAC(6')-Ib10	26-612/612	===============	0/0	95.92	99.83	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
cpe001.nextpolish.fasta	tig00000008_np1212	165240	166100	+	TEM-150	1-861/861	===============	0/0	100	99.88	card	AM183304:208-1069	TEM-150 is a beta-lactamase found in Enterobacter spp. E. coli and Klebsiella pneumoniae.	cephalosporin;monobactam;penam;penem
cpe001.nextpolish.fasta	tig00000008_np1212	167385	168569	+	tet(D)	1-1185/1185	===============	0/0	100	100	card	AF467077.1:163-1348	TetD is a tetracycline efflux pump found exclusively in Gram-negative bacteria.	tetracycline
cpe001.nextpolish.fasta	tig00000008_np1212	176433	176915	-	dfrA14	1-483/483	===============	0/0	100	99.79	card	EU780012:2162-2645	dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli	diaminopyrimidine
cpe001.nextpolish.fasta	tig00000008_np1212	179955	180785	-	OXA-1	1-831/831	===============	0/0	100	100	card	JN420336.1:2230-1399	OXA-1 is a beta-lactamase found in E. coli	cephalosporin;penam
cpe001.nextpolish.fasta	tig00000008_np1212	180916	181515	-	AAC(6')-Ib-cr	1-600/600	===============	0/0	100	100	card	DQ303918:0-600	AAC(6')-Ib-cr is an aminoglycoside acetyltransferase encoded by plasmids transposons integrons in Enterobacteriaceae. The aac(6')-Ib-cr variant gene can induce resistance against aminoglycoside and fluoroquinolone simultaneously	aminoglycoside;fluoroquinolone
cpe001.nextpolish.fasta	tig00000008_np1212	186750	187431	+	QnrB17	1-681/681	========/======	01-Jan	100	99.12	card	AM919398:0-681	QnrB17 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	fluoroquinolone
cpe001.nextpolish.fasta	tig00000008_np1212	311639	312004	-	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100	100	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
cpe001.nextpolish.fasta	tig00000008_np1212	312008	312820	-	NDM-1	1-813/813	===============	0/0	100	100	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
cpe001.nextpolish.fasta	tig00000008_np1212	321805	322170	-	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100	100	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
cpe001.nextpolish.fasta	tig00000008_np1212	322174	322986	-	NDM-1	1-813/813	===============	0/0	100	100	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
cpe001.nextpolish.fasta	tig00000008_np1212	331970	332335	-	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100	100	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
cpe001.nextpolish.fasta	tig00000008_np1212	332339	333151	-	NDM-1	1-813/813	===============	0/0	100	100	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
cpe001.nextpolish.fasta	tig00000008_np1212	342136	342501	-	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100	100	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
cpe001.nextpolish.fasta	tig00000008_np1212	342505	343317	-	NDM-1	1-813/813	===============	0/0	100	100	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
cpe001.nextpolish.fasta	tig00000008_np1212	352293	352658	-	determinant_of_bleomycin_resistance	1-366/366	===============	0/0	100	100	card	KC503911.1:9883-10249	A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.	glycopeptide
cpe001.nextpolish.fasta	tig00000008_np1212	352662	353474	-	NDM-1	1-813/813	===============	0/0	100	100	card	FN396876:3219-2406	NDM-1 is a metallo-beta-lactamase isolated from Klebsiella pneumoniae with nearly complete resistance to all beta-lactam antibiotics.	carbapenem;cephalosporin;cephamycin;penam
cpe002.nextpolish.fasta	tig00000006_np1212	7521	7994	+	dfrA1	1-474/474	===============	0/0	100	99.79	card	KJ541681.1:19526-20000	dfrA1 is an integron-encoded dihydrofolate reductase	diaminopyrimidine
cpe002.nextpolish.fasta	tig00000006_np1212	8089	8613	+	SAT-1	1-525/525	===============	0/0	100	100	card	AB211124:0-525	SAT-2 is a plasmid-mediated streptothricin acetyltransferase which confers resistance to streptothricin a nucleoside antibiotic. Originally described from an E. coli plasmid sequence by Heim et al. 1989.	nucleoside
cpe002.nextpolish.fasta	tig00000006_np1212	111690	112503	-	APH(3')-Ia	1-814/816	===============	0/0	99.75	99.39	card	BX664015.1:103833-103017	APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.	aminoglycoside
cpe002.nextpolish.fasta	tig00000006_np1212	116974	117813	-	sul1	1-840/840	===============	0/0	100	100	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
cpe002.nextpolish.fasta	tig00000006_np1212	119465	120121	-	QnrA1	1-657/657	===============	0/0	100	99.85	card	DQ831141:8921-9578	QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	fluoroquinolone
cpe002.nextpolish.fasta	tig00000006_np1212	122331	123170	-	sul1	1-840/840	===============	0/0	100	100	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
cpe002.nextpolish.fasta	tig00000006_np1212	123680	124245	-	AAC(6')-Ib9	47-612/612	.==============	0/0	92.48	100	card	AF043381:251-863	AAC(6')-Ib9 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
cpe002.nextpolish.fasta	tig00000006_np1212	124374	125114	-	IMP-1	1-741/741	===============	0/0	100	99.06	card	AJ223604:1484-2225	IMP-1 is a beta-lactamase found in Serratia marcescens	carbapenem;cephalosporin;cephamycin;penam;penem
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	138258	138788	+	emrR	1-531/531	===============	0/0	100	84.37	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	138919	140091	+	Klebsiella_pneumoniae_KpnG	1-1173/1173	===============	0/0	100	82.44	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	140125	141654	+	emrB	9-1538/1539	===============	0/0	99.42	84.31	card	U00096:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	513266	514083	-	bacA	1-818/822	===============	0/0	99.51	83.98	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	801738	802370	+	CRP	1-633/633	===============	0/0	100	87.99	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	1154883	1156249	+	cpxA	1-1367/1374	===============	0/0	99.49	83.25	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	1267030	1267829	-	ANT(3'')-IIa	170-972/972	..======/======	01-Mar	82.3	99.38	card	X02340.1:222-1194	ANT(3'')-IIa is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.	aminoglycoside
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	1267876	1268400	-	SAT-1	1-525/525	===============	0/0	100	100	card	AB211124:0-525	SAT-2 is a plasmid-mediated streptothricin acetyltransferase which confers resistance to streptothricin a nucleoside antibiotic. Originally described from an E. coli plasmid sequence by Heim et al. 1989.	nucleoside
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	1268495	1268968	-	dfrA1	1-474/474	===============	0/0	100	99.79	card	KJ541681.1:19526-20000	dfrA1 is an integron-encoded dihydrofolate reductase	diaminopyrimidine
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	1726724	1727869	-	ACT-27	1-1146/1146	===============	0/0	100	98.52	card	KJ207209:454-1600	ACT-27 is a beta-lactamase. From the Lahey list of ACT beta-lactamases.	carbapenem;cephalosporin;cephamycin;penam
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	2453638	2456784	-	acrB	1-3150/3150	========/======	03-May	99.87	85.24	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	2456807	2458000	-	Enterobacter_cloacae_acrA	1-1194/1194	===============	0/0	100	88.02	card	DQ679966:299-1493	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. cloacae.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	2579629	2579991	+	ramA	13-375/375	===============	0/0	96.8	87.33	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	2986299	2988047	+	msbA	1-1749/1749	===============	0/0	100	83.25	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
cpe002.nextpolish.fasta	tig00000009.tig00000007_np1212	3415028	3415357	+	Klebsiella_pneumoniae_KpnF	1-330/330	===============	0/0	100	80	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
