Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
cpe108	NA	1	4742684	4743100	-	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	139	139	100	98.56	139	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NA	NA
cpe108	NA	1	5308154	5309053	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTX	300	300	100	100	300	BAB89353.1	CDF family cation-efflux transporter FieF	NA	NA
cpe108	NA	2	19710	20582	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100	100	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
cpe108	NA	2	22970	23401	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	144	144	100	100	144	AAA98221.1	mercury resistance transcriptional regulator MerR	NA	NA
cpe108	NA	2	23473	23820	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100	100	116	AAA98222.1	mercuric transport protein MerT	NA	NA
cpe108	NA	2	23839	24111	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	91	91	100	100	91	AAA98223.1	mercury resistance system periplasmic binding protein MerP	NA	NA
cpe108	NA	2	24186	25868	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100	92.69	561	ACU65296.1	mercury(II) reductase	NA	NA
cpe108	NA	2	25886	26521	+	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	212	212	100	100	212	AAA88369.1	organomercurial lyase MerB	NA	NA
cpe108	NA	2	26636	26998	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	121	121	100	100	121	AAA88370.1	mercury resistance co-regulator MerD	NA	NA
cpe108	NA	2	26998	27231	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100	97.44	78	AAA88371.1	broad-spectrum mercury transporter MerE	NA	NA
cpe108	NA	2	31412	32053	-	qnrB9	quinolone resistance pentapeptide repeat protein QnrB9	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100	100	214	WP_004201260.1	quinolone resistance pentapeptide repeat protein QnrB9	NA	NA
cpe108	NA	2	42928	44139	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100	100	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
cpe108	NA	2	44745	45941	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100	100	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
cpe108	NA	2	47280	48113	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100	100	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
cpe108	NA	2	48116	48916	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100	100	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
cpe108	NA	2	48980	49792	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100	100	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
cpe108	NA	2	61649	62506	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100	100	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
cpe108	NA	2	68257	68727	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100	100	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
cpe108	NA	3	8661	9212	-	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	184	184	100	100	184	WP_063840280.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NA	NA
cpe108	NA	3	34765	35127	-	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100	100	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NA	NA
cpe108	NA	3	35134	35943	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100	100	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	NA	NA
